NUM;DATE;JACKPOT;N1;N2;N3;N4;N5;E1;E2;NBJEU;EU1;EU2;EU3;EU4;EU5;EU6;EU7;EU8;EU9;EU10;EU11;EU12;NB1;NB2;NB3;NB4;NB5;NB6;NB7;NB8;NB9;NB10;NB11;NB12;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT11;MT12
1271;26/11/2019;25000000;2;3;15;19;34;5;8;18697064;0;4;6;40;599;1872;1224;28500;28745;59498;145869;427584;0;1;2;7;109;375;214;5209;5178;11185;26534;78204;0;203096,8;31535,7;2313,7;164,8;73,6;63,8;12,6;13,2;12;6,9;7,1
1270;22/11/2019;17000000;3;21;32;34;48;3;11;24455405;0;4;6;28;736;1473;1706;20911;33185;70798;111809;471530;0;0;1;1;105;261;276;3832;5789;12190;21036;85913;0;265646,8;41248,1;4323,3;175,4;122,3;59,9;22,5;14,9;13,2;11,9;8,4
1269;19/11/2019;123000000;8;10;15;30;42;4;6;27243932;1;3;13;50;980;2503;2139;33133;42830;94664;165627;586347;0;1;0;4;188;534;342;6834;8200;17769;34932;110638;122766852;394582,9;21208,3;2697,1;146,7;80,2;53,2;15,8;12,9;11;8,9;7,5
1268;15/11/2019;114000000;3;13;20;32;34;4;11;33249386;0;11;10;37;974;2043;2402;29316;44697;109171;153744;651616;0;1;1;8;164;314;458;5015;7852;20181;26202;119508;0;131335;33648,3;4448,2;180,2;119,9;57,8;21,8;15,1;11,7;11,7;8,3
1267;12/11/2019;104000000;1;21;23;25;39;2;4;25010675;0;5;10;46;731;1662;1632;25801;35754;77073;138750;536172;0;1;0;9;113;323;279;4609;6397;13287;25429;97083;0;217342,7;25310,8;2691,3;180,6;110,9;64;18,6;14,2;12,4;9,8;7,6
1266;08/11/2019;96000000;8;17;20;23;45;2;8;34645564;0;4;8;107;1409;4226;2770;54626;62226;123423;251743;805780;0;0;2;19;287;811;517;10725;11566;22464;47400;147882;0;376337,4;43826,6;1602,7;129,8;60,4;52,2;12,2;11,3;10,8;7,4;7
1265;05/11/2019;86000000;9;14;25;33;48;2;12;22949365;0;3;8;27;689;1158;1736;17043;29423;76286;90783;421319;0;1;0;2;119;206;302;3034;5428;14252;16702;79854;0;332383,3;29030,9;4207,3;175,8;146;55,2;25,9;15,8;11,5;13,7;8,8
1264;01/11/2019;80000000;2;20;39;44;48;5;7;27612570;0;2;4;43;747;2025;1583;32660;34120;72892;199642;539730;0;0;0;4;138;387;250;6277;5943;12109;40127;98527;0;599883;69859,8;3178,6;195,1;100,4;72,9;16,2;16,4;14,5;7,5;8,3
1263;29/10/2019;71000000;16;18;28;42;49;5;10;21877117;0;1;5;25;644;1417;1397;19878;28803;65663;107248;422626;0;0;1;4;139;288;286;3560;5601;12976;18792;80755;0;950560,7;44279,2;4331,6;179,3;113,7;65,4;21,1;15,4;12,8;11,1;8,4
1262;25/10/2019;61000000;34;37;39;40;50;4;10;27680552;0;3;5;26;638;1350;1443;21046;28814;66268;118817;449947;0;0;0;3;121;245;257;3802;4943;11288;22430;79364;0;400906,6;56025,4;5269,9;229;151,1;80,1;25,3;19,5;16;12,6;10
1261;22/10/2019;47000000;2;5;32;33;47;7;8;20317345;0;1;5;38;578;1115;1174;18981;27336;54245;104750;432939;0;1;0;6;111;216;191;3697;5085;9695;20746;84270;0;882788,6;41122,3;2646,6;185,5;134,2;72,3;20,6;15,1;14,4;10,5;7,6
1260;18/10/2019;37000000;8;18;22;41;42;11;12;26311657;0;6;17;29;657;1275;1802;17985;28627;86638;96647;419915;0;2;1;7;121;246;367;3155;5487;18346;17374;82113;0;190540,2;15663,1;4491,1;211,4;152;61;28,1;18,7;11,6;14,8;10,2
1259;15/10/2019;26000000;3;28;31;32;34;4;5;19691984;0;2;9;19;489;1199;1283;17987;25168;56022;101152;398184;0;0;1;11;107;237;271;3436;4765;11638;20632;77189;0;427808,3;22142,5;5130,2;212,6;121;64,1;21;15,9;13,5;10,6;8
1258;11/10/2019;17000000;2;14;19;42;45;5;6;26928487;0;4;5;41;772;1655;1610;25895;38137;77470;141583;587667;0;2;0;7;176;333;351;5250;8584;17168;28453;133526;0;292510,7;54503,2;3251,1;184,1;119,9;69,9;20;14,3;13,3;10,3;7,4
1257;08/10/2019;190000000;7;10;15;44;49;3;12;61419075;1;4;25;80;1775;3555;4105;51358;83674;199382;268223;1237128;0;2;8;15;387;723;940;10906;18819;45508;56902;277755;190000000;5227531,1;24862,4;3800,3;182,7;127,3;62,5;23;14,9;11,8;12,4;8,1
1256;04/10/2019;190000000;6;9;35;41;44;6;9;59239592;0;8;12;142;1635;5408;3547;76747;76787;163897;346714;1191332;0;2;3;36;338;1185;767;16784;16433;34044;72350;263141;0;2521014,8;49958,7;2065;191,3;80,7;69,8;14,8;15,6;13,9;9,3;8,1
1255;01/10/2019;190000000;2;11;18;40;46;1;4;47035044;0;7;11;67;1312;2733;2856;40930;59217;136223;225621;894326;0;0;2;14;259;491;555;7604;11495;25911;43001;173210;0;2287582,9;43272,2;3474,9;189,2;126,8;68,8;22,1;16,1;13,2;11,3;8,5
1254;27/09/2019;190000000;24;37;41;43;46;2;8;55199552;0;4;8;84;1341;3553;3070;54412;64732;145079;328406;973849;0;0;5;17;200;527;471;9248;10426;23479;58207;161922;0;4698171,8;69827,4;3252,8;217,3;114,5;75,1;19,5;17,3;14,6;9,1;9,2
1253;24/09/2019;190000000;2;33;42;47;48;1;2;45334873;0;3;16;52;1068;2515;2566;38002;53715;121412;211329;824779;0;0;4;10;164;401;418;6299;9117;20319;36355;144759;0;5012664;28674,3;4315,5;224,1;132,8;73,8;22,9;17,1;14,3;11,6;8,9
1252;20/09/2019;188000000;8;21;25;38;50;4;8;48687897;0;13;36;99;1749;4132;3634;59500;70884;149809;305185;1018783;0;5;8;23;360;785;756;11635;13635;28788;60348;196936;0;162729,9;13686,7;2434,3;146,9;86,8;56;15,7;13,9;12,5;8,6;7,8
1251;17/09/2019;173000000;22;37;43;44;45;1;12;37334755;0;7;10;43;871;1978;2156;29092;40987;108027;161118;595679;0;2;2;10;150;371;389;5177;7151;20230;29084;105396;0;231742,1;37782,7;4297,8;226,3;139,1;72,3;24,7;18,5;13,3;12,6;10,2
1250;13/09/2019;162000000;1;12;27;42;47;6;7;47804645;0;4;16;83;1521;3434;2945;50135;72468;139908;264157;1069841;0;0;3;21;387;863;727;12564;19493;33977;65264;280036;0;519277,9;30236,4;2850,9;165,9;102,5;67,8;18,3;13,4;13,1;9,8;7,2
1249;10/09/2019;149000000;3;22;25;30;49;3;6;33288700;0;3;6;45;1105;2885;2210;41068;49165;101295;216090;721509;0;2;1;3;209;605;389;8744;9388;19097;46041;138135;0;482131,3;56146,9;3661,7;159;85;62,9;15,6;13,7;12,6;8,3;7,5
1248;06/09/2019;139000000;10;13;22;40;48;2;5;39731254;0;6;11;88;1336;3555;2793;50958;61691;123459;260116;879585;0;3;3;14;289;684;556;10058;11969;24837;51206;173046;0;287720,4;36552,7;2234,8;157;82,3;59,4;15;13,1;12,3;8,3;7,3
1247;03/09/2019;127000000;7;11;38;39;44;7;10;30281710;0;0;6;38;989;2106;2007;30949;44215;91842;159179;657760;0;0;1;10;174;413;332;6629;8189;16147;33701;128265;0;0;270365,2;3944,5;161,6;105,9;63;18,8;13,9;12,6;10,3;7,5
1246;30/08/2019;119000000;25;27;45;46;49;4;6;36173017;0;0;9;51;877;2189;1978;36140;41656;93998;209707;661829;0;0;0;5;146;392;356;7261;7491;16460;44309;119860;0;0;215309,8;3510,9;217,7;121,7;76,4;19,2;17,6;14,8;9,3;8,9
1245;27/08/2019;108000000;8;26;35;43;47;1;9;25563762;0;5;10;32;719;1534;1735;23821;31446;74153;134690;464472;0;3;3;9;162;251;343;4560;5684;13470;26409;84761;0;222149;25870,5;3954,3;187,7;122,8;61,5;20,6;16,5;13,2;10,3;8,9
1244;23/08/2019;100000000;4;17;35;42;45;2;8;32224115;0;5;7;50;1019;2644;2069;40271;43330;93335;217127;641364;0;3;0;6;179;503;380;7518;7724;16293;42293;116163;0;280027,5;46586,8;3190,1;166,9;89,8;65,1;15,4;15,1;13,2;8;8,2
1243;20/08/2019;91000000;20;22;23;24;37;1;4;22760402;0;2;4;28;659;1365;1504;20516;29238;66071;112268;447685;0;0;0;4;117;219;238;3652;5280;11732;20765;82794;0;494469,7;57583,8;4023,7;182,3;122,8;63,2;21,3;15,8;13,2;11;8,3
1242;16/08/2019;84000000;9;10;27;37;42;1;5;27110845;0;2;9;46;828;1953;1767;28769;38647;84907;153135;583188;0;0;2;13;158;367;306;5461;6884;15598;29656;108595;0;588983,1;30484,6;2917,3;172,8;102,3;64,1;18,1;14,2;12,2;9,6;7,5
1241;13/08/2019;75000000;13;29;31;33;40;2;3;21339995;0;5;3;26;696;1310;1445;19106;34919;66279;103995;486619;0;1;0;6;122;244;287;3475;6503;11987;19149;92288;0;185444,5;71986,9;4062,8;161,8;120;61,7;21,5;12,4;12,3;11,1;7,1
1240;09/08/2019;69000000;2;14;35;41;42;10;11;26779765;0;1;2;19;573;1214;1663;19049;27598;73885;104263;423084;0;0;1;4;95;185;305;2990;4621;12832;16691;72359;0;1163580,7;135505,6;6976,8;246,7;162,5;67,3;27;19,7;13,9;13,9;10,3
1239;06/08/2019;57000000;12;13;29;36;38;4;12;19582491;0;2;9;17;513;935;1260;14355;24313;63616;75941;359184;0;0;2;6;85;133;239;2475;4505;12347;13492;68927;0;425429,6;22019,4;5701,9;201,5;154,3;64,9;26,2;16,3;11,8;14;8,9
1238;02/08/2019;48000000;13;22;33;44;50;2;5;24713538;0;8;22;73;1640;2536;3284;31624;45572;90028;161823;568519;0;2;4;14;350;501;767;6072;9279;18622;32060;110006;0;134225,4;11368,2;1675,7;79,5;71,8;31,4;15;11;10,5;8,3;7,1
1237;30/07/2019;36000000;15;20;23;27;40;3;6;17887500;0;2;3;36;667;1715;1281;23174;29818;60055;117052;408048;0;1;0;7;115;379;194;5141;5685;11236;25743;80303;0;388605,9;60340,5;2459,5;141,5;76,8;58,3;14,8;12,2;11,4;8,3;7,1
1236;26/07/2019;28000000;2;5;27;37;42;3;10;22821864;0;2;5;34;598;1356;1403;21247;29244;69869;110894;444960;0;1;2;2;115;288;248;4371;5614;13455;23057;87488;0;495804,9;46191,4;3322,5;201,5;124;67,9;20,6;15,8;12,5;11,2;8,3
1235;23/07/2019;17000000;1;14;19;23;38;3;7;16449976;0;2;7;51;546;2274;1167;32194;28152;54082;160869;403012;0;0;1;7;133;548;205;6955;5887;10689;34198;85351;0;357375,7;23781,9;1596,6;159;53,3;58,9;9,8;11,8;11,7;5,5;6,6
1234;19/07/2019;108000000;13;14;17;26;28;2;7;34226985;1;10;21;125;1802;4324;3200;55442;67615;127072;257401;880010;0;1;4;37;411;1054;681;12662;13972;24154;55623;174612;107683454;148716,2;16494,1;1355,3;100,2;58,3;44,7;11,8;10,3;10,3;7,2;6,3
1233;16/07/2019;97000000;3;5;13;18;39;7;8;23724920;0;6;5;47;965;1857;1971;25340;45728;87434;125128;614745;0;1;2;12;185;381;355;5225;9544;17122;24733;127317;0;171807,9;48019,2;2498,6;129,8;94,1;50,3;18;10,5;10,4;10,3;6,3
1232;12/07/2019;90000000;2;31;39;45;47;4;8;29375693;0;3;5;47;656;1842;1624;28203;33286;74811;169970;519499;0;0;3;15;97;325;254;4964;5948;13113;31866;93106;0;425457,9;59456,4;3093,8;236,4;117,5;75,6;20;17,9;15,1;9,4;9,2
1231;09/07/2019;81000000;7;29;32;36;41;6;7;21945415;0;4;2;27;725;1516;1356;21973;30577;60008;121307;464477;0;1;0;7;138;259;247;4045;5513;10008;23845;87403;0;238382;111043,7;4023,3;159,8;106,6;67,6;19,2;14,6;14;9,8;7,7
1230;05/07/2019;74000000;2;9;20;34;42;6;9;27303521;0;4;13;46;898;2035;1862;31188;39967;81297;169144;567713;0;3;2;10;165;411;390;6194;8239;16162;32414;115321;0;296584,4;21254,7;2938;160,5;98,8;61,2;16,8;13,9;12,9;8,7;7,8
1229;02/07/2019;66000000;11;19;29;44;45;8;12;20175674;0;2;9;22;590;985;1564;14841;26672;70404;77719;383096;0;0;1;4;90;163;280;2586;5244;14042;13562;72906;0;438316,5;22686,4;4539,5;180,5;150,9;53,9;26,1;15,3;11;14,1;8,6
1228;28/06/2019;56000000;1;3;16;33;49;2;11;25763522;0;3;15;51;707;1740;1808;24811;34297;83417;127473;499692;0;2;3;9;133;342;348;4751;6410;16615;24707;95137;0;373141,6;17381,7;2500,5;192,4;109,1;59,5;19,9;15,2;11,8;11;8,4
1227;25/06/2019;45000000;6;26;27;34;46;1;9;18105622;0;0;1;15;456;1110;1022;17529;22361;51866;99304;337389;0;0;0;3;75;241;165;3481;4106;9397;20609;65058;0;0;969918,1;5974,8;209,6;120,2;74;19,8;16,4;13,4;9,9;8,7
1226;21/06/2019;36000000;5;8;9;25;39;3;7;23944555;0;2;3;60;938;3423;1901;46054;42846;85581;223352;589845;0;0;0;13;188;782;378;10555;9489;18232;50628;132665;0;520195,4;80772,9;1975,4;134,7;51,5;52,6;10;11,3;10,7;5,8;6,6
1225;18/06/2019;24000000;12;24;37;40;44;3;7;17482475;0;5;5;54;720;1938;1361;27386;26506;52595;152015;369398;0;1;1;21;179;453;309;6042;5872;10578;33135;79075;0;151922,7;35384,5;1602,5;128,2;66,4;53,6;12,2;13,4;12,7;6,2;7,7
1224;14/06/2019;17000000;1;13;30;31;39;2;7;24029730;0;6;12;35;728;2051;1622;32911;35750;72082;177551;533312;0;0;4;8;158;512;367;8371;8104;15129;44790;120808;0;174015,2;20265;3398,4;174,2;86,3;61,9;14;13,6;12,8;7,3;7,3
1223;11/06/2019;139000000;25;27;39;42;46;11;12;29349705;1;6;4;30;792;1506;2003;21733;33452;89107;115944;478697;0;1;0;4;169;252;447;3815;6167;17971;20444;87797;138716863;212540,7;74254,7;4842,7;195,6;143,6;61,2;25,9;17,8;12,6;13,7;10
1222;07/06/2019;130000000;1;4;16;20;34;2;5;46328888;0;6;16;97;1506;3958;3173;54988;69133;142600;283917;985415;0;0;0;19;385;895;751;12689;16218;34168;65441;230855;0;335498,3;29303;2364,2;162,4;86,2;61;16,2;13,6;12,5;8,8;7,6
1221;04/06/2019;24000000;9;31;32;39;41;2;8;17634945;0;2;3;28;406;1268;886;19530;20715;45632;115154;322830;0;0;1;4;66;238;169;3629;3579;8100;22864;59453;0;383119,1;59488,5;3117,6;229,3;102,4;83,1;17,3;17,3;14,8;8,3;8,9
1220;31/05/2019;17000000;1;23;24;26;35;1;11;22115736;0;1;3;25;500;1288;1226;18713;26753;65466;99578;406788;0;0;1;2;91;239;219;3397;5002;12358;18428;77661;0;960928,7;74603,7;4378,9;233,5;126,5;75,4;22,7;16,8;13;12;8,8
1219;28/05/2019;66000000;7;19;20;28;29;1;5;18847682;2;7;8;39;926;1809;1722;23466;36293;75900;107921;467392;1;0;4;9;181;356;377;4938;7877;17062;22038;97379;32676834;0;23842,3;2392,2;107,4;76,7;45,7;15,4;10,5;9,5;9,5;6,5
1218;24/05/2019;57000000;5;16;23;30;49;6;7;24827283;0;6;10;55;987;1778;1915;26213;42096;81630;138645;576703;0;2;2;6;218;357;377;5417;8988;16445;28287;121897;0;179790,9;25125,2;2234,4;132,8;102,9;54,1;18,2;12;11,7;9,7;7
1217;21/05/2019;44000000;32;33;34;39;47;8;12;17910485;0;0;4;16;391;826;1015;12402;18600;45177;67288;284142;0;0;0;2;63;145;163;2208;3121;8180;11882;50071;0;0;239866,1;5541;241,8;159,8;73,7;27,8;19,5;15,2;14,4;10,2
1216;17/05/2019;36000000;16;28;42;43;45;6;7;23424638;0;5;2;30;612;1384;1229;21374;29622;60024;120599;460174;0;1;0;4;157;301;222;4376;6526;12029;25471;98693;0;203560,1;118528,6;3865;202;124,7;79,6;21;16;15;10,5;8,3
1215;14/05/2019;25000000;10;14;17;25;50;2;10;16744258;0;2;2;25;570;1193;1384;16819;26264;61193;80710;362227;0;0;0;8;116;258;294;3734;5280;12431;17291;74790;0;363769;84725,9;3315,3;155,1;103,4;50,5;19,1;12,9;10,5;11,2;7,5
1214;10/05/2019;17000000;1;4;27;45;48;1;7;22218537;0;2;3;36;610;1593;1191;25284;29217;59120;134554;457887;0;0;1;7;124;386;236;6246;6216;11416;32761;98985;0;482697,7;74950,5;3055;192,3;102,7;77,9;16,9;15,4;14,4;8,9;7,9
1213;07/05/2019;25000000;7;20;26;32;47;2;11;16886490;1;3;9;26;484;1162;1119;16424;21674;51594;83651;322911;1;0;1;4;105;236;194;3423;4277;10199;17437;65620;25024461;244572,6;18987,9;3214,9;184,2;107,1;63;19,7;15,8;12,6;10,9;8,5
1212;03/05/2019;17000000;2;9;20;27;43;5;6;22075668;0;4;7;32;798;1533;1736;22301;35833;71945;115887;508803;0;0;1;4;212;294;387;4340;8158;16365;21942;111119;0;239796,9;31915,1;3414,8;146;106,1;53,1;19;12,5;11,8;10,3;7
1211;30/04/2019;25000000;5;12;20;26;48;2;11;17521090;1;3;5;28;653;1264;1650;16198;25907;65654;84365;357845;0;1;2;8;144;281;404;3415;5754;14991;17143;75615;25326022;253763,7;35462,6;3097,4;141,6;102,1;44,3;20,8;13,7;10,2;11,3;7,9
1210;26/04/2019;17000000;14;33;35;47;50;9;11;22357732;0;0;6;29;521;1212;1277;17295;26054;58923;93752;392402;0;0;2;8;90;189;222;2836;4598;10620;15951;69913;0;0;199617,2;3816,2;226,5;135,9;73,1;24,8;17,4;14,6;12,9;9,3
1209;23/04/2019;44000000;18;23;27;42;44;2;7;16937932;1;3;5;38;580;1864;1182;25949;28192;53531;128211;394701;0;2;1;15;126;445;250;6215;6238;10801;30048;84127;44153561;245317,7;34282,3;2206,3;154,1;66,9;59,8;12,5;12,2;12,1;7,1;7
1208;19/04/2019;36000000;7;8;32;41;49;5;11;22799407;0;0;3;27;583;1267;1236;20266;27630;62283;111831;434540;0;0;1;5;106;230;194;3654;5121;12446;20779;85066;0;0;407121,4;4179,8;206,4;132,6;77,1;21,6;16,7;14;11,1;8,5
1207;16/04/2019;25000000;1;8;15;44;49;2;11;17403991;0;1;8;24;414;1086;1154;15688;21786;53562;82585;334699;0;0;3;5;92;215;252;3186;4309;11406;16708;67940;0;756203,4;22016;3589,5;221,9;118,1;63;21,3;16,2;12,5;11,4;8,4
1206;12/04/2019;17000000;1;28;35;36;46;6;9;23520131;0;4;3;23;503;1239;1070;22172;24800;54645;135186;411031;0;1;1;6;91;240;202;4136;4899;10667;27268;82148;0;255487,4;79341,2;5061,9;246,8;139,9;91,8;20,4;19,2;16,5;9,4;9,3
1205;09/04/2019;79000000;18;21;29;38;41;1;11;21222175;1;5;6;34;656;1121;1624;17697;25337;66717;92036;373477;0;1;1;9;112;192;301;3117;4745;12774;17173;70095;79149373;184420,7;35794,7;3089,6;170,8;139,5;54,6;23;17;12,2;12,5;9,2
1204;05/04/2019;72000000;1;7;10;29;45;3;5;28078348;0;3;5;73;1115;2975;2287;42731;49723;96089;211470;679420;0;1;2;19;281;672;544;8977;11222;21686;42724;143706;0;406668;56830,5;1903,9;132,9;69,5;51,3;12,6;11,4;11,2;7,2;6,7
1203;02/04/2019;59000000;2;9;16;26;36;6;7;20170008;0;4;5;29;819;1553;1594;20369;34213;63932;107168;453352;0;1;2;3;159;270;317;3982;6997;12103;21269;93613;0;219096,7;40824;3442,8;130;95,7;52,8;19;11,9;12,1;10,2;7,2
1202;29/03/2019;49000000;13;23;26;32;47;6;10;26177718;0;3;10;39;820;1752;2029;24324;37264;90504;124003;512384;0;0;2;8;124;311;354;4411;7133;16747;22831;100109;0;379140,6;26491,8;3322,5;168,5;110,1;53,9;20,7;14,2;11,1;11,4;8,3
1201;26/03/2019;37000000;12;19;23;43;47;2;6;18434280;0;7;6;25;659;1701;1349;23314;28860;61183;118249;400920;0;0;0;6;134;423;245;5016;6073;12116;25089;83355;0;114424,2;31092,4;3649,9;147,6;79,8;57,1;15,2;12,9;11,5;8,4;7,5
1200;22/03/2019;28000000;4;17;26;30;43;6;11;24661500;0;7;13;44;901;1725;2181;22496;34752;87132;115283;481970;0;2;3;8;187;371;434;4476;7093;17986;22494;96294;0;153077,4;19198;2774,4;144,5;105,3;47,2;21,1;14,4;10,8;11,6;8,3
1199;19/03/2019;17000000;1;6;9;34;47;7;12;17351978;0;1;3;16;445;842;1048;12395;22274;55355;65710;324348;0;1;0;3;94;169;218;2525;4743;11770;12884;70349;0;753943,4;58534;5368,2;205,8;151,8;69,2;26,9;15,8;12;14,3;8,7
1198;15/03/2019;82000000;3;15;24;42;46;9;12;30510153;1;6;17;31;839;1465;2034;21579;38042;96195;113757;552873;0;1;1;10;159;255;380;3667;7044;18609;19391;102971;83410540;220944,3;18162,5;4871,7;192;153,4;62,7;27,2;16,3;12,2;14,6;9
1197;12/03/2019;73000000;5;7;13;19;31;2;9;21945122;0;2;19;108;1766;2736;3616;31806;51929;110625;141942;586981;0;0;5;20;393;618;817;6471;11621;25104;28236;123337;0;476757,7;11688,6;1005,8;65,6;59,1;25,3;13,2;8,5;7,6;8,4;6,1
1196;08/03/2019;62000000;17;18;19;24;40;4;8;28463630;0;7;9;51;954;2372;1920;36124;41771;89166;192017;620211;0;2;0;11;166;482;347;7329;8084;16826;39458;124822;0;176677,8;32005,7;2762,6;157,5;88,4;61,9;15,1;13,8;12,2;8;7,4
1195;05/03/2019;49000000;6;10;16;39;46;8;11;20322162;0;0;4;22;499;1038;1345;16484;25029;62368;89499;374161;0;0;1;4;103;186;284;2949;4764;12669;16214;72702;0;0;272164,5;4572,4;215;144,2;63,1;23,7;16,5;12,5;12,3;8,8
1194;01/03/2019;39000000;6;9;19;26;31;11;12;31267334;0;4;16;40;1042;1576;3712;23519;40147;138454;122104;544016;0;0;4;9;165;252;802;3438;6810;28106;17678;87733;0;339641,4;19776,5;3869,3;158,4;146,2;35,2;25,5;15,8;8,6;13,9;9,3
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
